maker_id,inst_code,inst_name,id
9026,1,"air pump,",5817
9026,45,globe,5818
4267,17,"binnacle,",5819
4267,29,"compass,",5820
4267,123,"octants,",5821
4267,20,"barometers,",5822
4267,128,"thermometers,",5823
4267,125,telescopes,5824
4267,150,azimuth instruments,5825
4267,29,prismatic compass,5826
4267,269,pelorus,5827
9032,26,chronometers,5828
9041,101,rules,5829
514,98,"gunner's quadranr,",5830
514,125,telescope (reflecting),5831
8713,39,compass,5832
3757,24,"chronometer,",5833
3757,105,"sectant,",5834
3757,123,quadrant (Hadley),5835
3757,29,"compass,",5836
3757,125,"telescope,",5837
3757,103,"log glass,",5838
3757,20,"barometer,",5839
3757,128,thermometer,5840
3757,126,"Gunters scales,",5841
3757,20,"sympicsometer,",5842
3757,39,drawing inst,5843
9054,71,"reading glasses,",5844
9054,18,"burning glasses,",5845
9054,125,perspectives,5846
9054,66,"microscpoes,",5847
9055,20,marine barometers,5848
2841,66,"telescopes,",5849
2841,147,"protractors,",5850
2841,127,"theodolites,",5851
2841,78,"opera glasses,",5852
2841,114,spectacles,5853
2841,139,"photographic app,",5854
2841,66,microscopes,5855
2841,110,sterioscope,5856
2841,230,"surveying instruments,",5857
2841,270,mining instruments,5858
9058,15,scales,5859
2588,15,scale beams,5860
9068,15,"scales,",5861
9068,134,weights,5862
9069,15,"scales,",5863
9069,134,weights,5864
5971,15,scales,5865
2003,175,steelyards,5866
2003,134,"weights,",5867
8083,15,"scales,",5868
8083,134,weights,5869
1824,134,"weights,",5870
1824,175,steelyards,5871
6127,39,"drawing instruments,",5872
6127,230,"surveying instruments,",5873
6127,105,"sextants,",5874
6127,20,"barometers,",5875
4245,66,"microscopes,",5876
4245,200,"mathematical instruments,",5877
4245,63,"object glasses,",5878
4245,99,"microscope accessories,",5879
4245,239,"microtome,",5880
4246,66,"microscopes,",5881
4246,99,"object glasses for microscopes,",5882
4246,99,microscope accessories,5883
4246,116,spectoscopes,5884
4246,125,telescopes,5885
4246,63,lenses,5886
4246,139,photographic apparatus,5887
4246,271,deffeaction gratings,5888
4246,88,mirrors,5889
4246,93,"prisms,",5890
4246,131,transir instruments,5891
4246,127,theodolites,5892
4246,60,"levels,",5893
4246,230,surveying instruments,5894
4252,143,"electrical apparatus,",5895
4252,125,"telescope,",5896
4252,179,"meteorological instruments,",5897
4252,99,"microscope accessories,",5898
4252,78,"opera glasses,",5899
4290,1799,meteorological instruments,5900
4290,200,mathamatical instruments,5901
4290,139,photographic instruments,5902
4290,66,microscopes,5903
4290,99,microscope accessories,5904
4290,125,telescopes,5905
4290,272,cinematograph equipment,5906
8134,66,microscopes,5907
8134,99,microscope accessories,5908
4094,204,nautical instruments,5909
9080,19,"binoculars,",5910
9080,105,sextants,5911
9081,140,"geometrical solids,",5912
9081,176,Ribbon Atwood machine,5913
9081,163,mechanical apparatus,5914
4257,66,micrscopes,5915
4257,63,photographic lenes,5916
4257,139,photo. Apparatus,5917
6739,15,"balances,",5918
6739,66,"microscopes,",5919
6739,116,"spectoscopes,",5920
6739,54,"hydrometers,",5921
6739,128,thermometers,5922
9084,33,"chemical apparatus,",5923
9084,15,"balances,",5924
9084,66,"microscopes,",5925
9084,116,"spectroscopes,",5926
9084,54,"hydrometers,",5927
9084,128,thermometers,5928
714,111,horizontal dials,5929
714,39,parallel rules,5930
714,39,proportional comp.,5931
714,66,solar microscope,5932
12,15,balance,5933
4262,39,drawing instruments,5934
4262,142,pyometers,5935
9090,97,quadrant,5936
9091,19,"binoculars,",5937
