maker_id,inst_code,inst_name,id
316,66,"microscope, solar,",6084
316,79,"orrery,",6085
438,42,"electrical machine,",6086
438,99,"microscope accessories,",6087
441,128,"thermometer,",6088
2537,125,telescope,6089
4307,20,"barometer,",6090
2028,24,"camera lucida,",6091
2028,99,microscope accessories,6092
8786,235,clock tidal,6093
2853,128,thermometer,6094
19,107,coggeshall rules,6095
50,125,"monocular,",6096
2709,125,telescope,6097
8792,114,spectacles,6098
4086,20,"barometer,",6099
4086,128,thermometer,6100
89,125,"telescope,",6101
89,128,thermometer,6102
89,236,perpetuum mobile,6103
2532,20,barometer,6104
6030,101,rule,6105
8246,116,"spectroscope,",6106
8246,125,telescope,6107
2207,29,"compass (magnetic),",6108
2877,26,chronometers,6109
10551,26,chronometers,6110
10552,26,chronometer,6111
10559,26,chronometer,6112
10560,26,chronometers,6113
9511,26,chronometers,6114
10246,26,chronometers,6115
10561,26,chronometers,6116
10562,26,chronometers,6117
7732,20,"barometer,",6118
10576,335,tintometer,6119
10577,99,microscopists compendium,6120
4381,60,"level,",6121
6836,317,Stroh's vowel sounder,6122
10579,78,opera glasses,6123
10580,85,orrery (patent),6124
7565,85,tellurium,6125
10581,55,hydrostatic bubbles,6126
526,1,"air pump,",6127
526,42,"electrical machine,",6128
526,125,"telescope,",6129
526,133,waywisers,6130
663,111,sundial (universal equinoctial ring dial),6131
8915,259,"telegraph instruments
h instruments",6132
